,id,deviceName,eventName,startTime,endTime,duration,totalProduction,productionAtStart,productionAtEnd,Status,speed,orderId,stopId,timestamp
3471,3471,MiraFlex 1,Stop,2024-04-01 20:02:00,2024-04-01 20:06:00,0 days 00:04:00,0.0,67524.0,67524.0,0,,544,5688,04/01/2024 20:06:00
3472,3472,MiraFlex 1,Running,2024-04-01 20:06:00,2024-04-01 20:53:00,0 days 00:47:00,18776.0,67524.0,86300.0,1,,544,0,04/01/2024 20:53:00
3473,3473,MiraFlex 1,Stop,2024-04-01 20:53:00,2024-04-01 20:58:40,0 days 00:05:40,16.0,86300.0,86316.0,0,,544,5689,04/01/2024 20:58:40
3474,3474,MiraFlex 1,Running,2024-04-01 20:58:40,2024-04-01 21:08:40,0 days 00:10:00,3936.0,86316.0,90252.0,1,,544,0,04/01/2024 21:08:40
3475,3475,MiraFlex 1,Stop,2024-04-01 21:08:40,2024-04-01 21:19:00,0 days 00:10:20,15.0,90252.0,90267.0,0,,544,5690,04/01/2024 21:19:00
3476,3476,MiraFlex 1,Running,2024-04-01 21:19:00,2024-04-01 22:16:01,0 days 00:57:01,22799.0,90267.0,113066.0,1,,544,0,04/01/2024 22:16:01
3477,3477,MiraFlex 1,Stop,2024-04-01 22:16:01,2024-04-01 22:21:21,0 days 00:05:20,55.0,113066.0,113121.0,0,,544,5691,04/01/2024 22:21:21
3478,3478,MiraFlex 1,Running,2024-04-01 22:21:21,2024-04-01 22:43:41,0 days 00:22:20,8883.0,113121.0,122004.0,1,,544,0,04/01/2024 22:43:41
3479,3479,MiraFlex 1,Stop,2024-04-01 22:43:41,2024-04-01 23:03:41,0 days 00:20:00,-121965.0,122004.0,39.0,0,,544,5809,04/01/2024 23:03:41
3480,3480,MiraFlex 1,Running,2024-04-01 23:03:41,2024-04-01 23:04:21,0 days 00:00:40,242.0,39.0,281.0,1,,544,0,04/01/2024 23:04:21
3481,3481,MiraFlex 1,Stop,2024-04-01 23:04:21,2024-04-01 23:30:21,0 days 00:26:00,4.0,281.0,285.0,0,,544,5810,04/01/2024 23:30:21
3482,3482,MiraFlex 1,Running,2024-04-01 23:30:21,2024-04-01 23:36:01,0 days 00:05:40,352.0,285.0,637.0,1,,544,0,04/01/2024 23:36:01
3483,3483,MiraFlex 1,Stop,2024-04-01 23:36:01,2024-04-01 23:37:21,0 days 00:01:20,1.0,637.0,638.0,0,,544,5811,04/01/2024 23:37:21
3484,3484,MiraFlex 1,Running,2024-04-01 23:37:21,2024-04-01 23:42:21,0 days 00:05:00,783.0,638.0,1421.0,1,,544,0,04/01/2024 23:42:21
3485,3485,MiraFlex 1,Stop,2024-04-01 23:42:21,2024-04-02 00:05:02,0 days 00:22:41,32.0,1421.0,1453.0,0,,544,0,04/02/2024 00:05:02
3486,3486,MiraFlex 1,Running,2024-04-02 00:05:02,2024-04-02 00:07:42,0 days 00:02:40,842.0,1453.0,2295.0,1,,544,0,04/02/2024 00:07:42
3487,3487,MiraFlex 1,Stop,2024-04-02 00:07:42,2024-04-02 00:33:02,0 days 00:25:20,2.0,2295.0,2297.0,0,,544,5706,04/02/2024 00:33:02
3488,3488,MiraFlex 1,Running,2024-04-02 00:33:02,2024-04-02 00:40:02,0 days 00:07:00,2719.0,2297.0,5016.0,1,,544,0,04/02/2024 00:40:02
3489,3489,MiraFlex 1,Stop,2024-04-02 00:40:02,2024-04-02 01:12:42,0 days 00:32:40,7.0,5016.0,5023.0,0,,544,5707,04/02/2024 01:12:42
3490,3490,MiraFlex 1,Running,2024-04-02 01:12:42,2024-04-02 01:13:42,0 days 00:01:00,146.0,5023.0,5169.0,1,,544,0,04/02/2024 01:13:42
3491,3491,MiraFlex 1,Stop,2024-04-02 01:13:42,2024-04-02 01:26:42,0 days 00:13:00,53.0,5169.0,5222.0,0,,544,5708,04/02/2024 01:26:42
3492,3492,MiraFlex 1,Running,2024-04-02 01:26:42,2024-04-02 01:27:42,0 days 00:01:00,246.0,5222.0,5468.0,1,,544,0,04/02/2024 01:27:42
3493,3493,MiraFlex 1,Stop,2024-04-02 01:27:42,2024-04-02 01:34:02,0 days 00:06:20,67.0,5468.0,5535.0,0,,544,5709,04/02/2024 01:34:02
3494,3494,MiraFlex 1,Running,2024-04-02 01:34:02,2024-04-02 01:34:22,0 days 00:00:20,69.0,5535.0,5604.0,1,,544,0,04/02/2024 01:34:22
3495,3495,MiraFlex 1,Stop,2024-04-02 01:34:22,2024-04-02 01:41:42,0 days 00:07:20,7.0,5604.0,5611.0,0,,544,5710,04/02/2024 01:41:42
3496,3496,MiraFlex 1,Running,2024-04-02 01:41:42,2024-04-02 01:53:03,0 days 00:11:21,4401.0,5611.0,10012.0,1,,544,0,04/02/2024 01:53:03
3497,3497,MiraFlex 1,Stop,2024-04-02 01:53:03,2024-04-02 01:54:23,0 days 00:01:20,33.0,10012.0,10045.0,0,,544,5711,04/02/2024 01:54:23
3498,3498,MiraFlex 1,Running,2024-04-02 01:54:23,2024-04-02 02:16:23,0 days 00:22:00,8793.0,10045.0,18838.0,1,,544,0,04/02/2024 02:16:23
3499,3499,MiraFlex 1,Stop,2024-04-02 02:16:23,2024-04-02 02:20:03,0 days 00:03:40,77.0,18838.0,18915.0,0,,544,5712,04/02/2024 02:20:03
3500,3500,MiraFlex 1,Running,2024-04-02 02:20:03,2024-04-02 02:22:03,0 days 00:02:00,723.0,18915.0,19638.0,1,,544,0,04/02/2024 02:22:03
3501,3501,MiraFlex 1,Stop,2024-04-02 02:22:03,2024-04-02 02:25:43,0 days 00:03:40,46.0,19638.0,19684.0,0,,544,5713,04/02/2024 02:25:43
3502,3502,MiraFlex 1,Running,2024-04-02 02:25:43,2024-04-02 02:28:43,0 days 00:03:00,1119.0,19684.0,20803.0,1,,544,0,04/02/2024 02:28:43
3503,3503,MiraFlex 1,Stop,2024-04-02 02:28:43,2024-04-02 02:32:43,0 days 00:04:00,80.0,20803.0,20883.0,0,,544,5714,04/02/2024 02:32:43
3504,3504,MiraFlex 1,Running,2024-04-02 02:32:43,2024-04-02 02:59:23,0 days 00:26:40,10659.0,20883.0,31542.0,1,,544,0,04/02/2024 02:59:23
3505,3505,MiraFlex 1,Stop,2024-04-02 02:59:23,2024-04-02 03:10:43,0 days 00:11:20,94.0,31542.0,31636.0,0,,544,5715,04/02/2024 03:10:43
3506,3506,MiraFlex 1,Running,2024-04-02 03:10:43,2024-04-02 03:42:23,0 days 00:31:40,12620.0,31636.0,44256.0,1,,544,0,04/02/2024 03:42:23
3507,3507,MiraFlex 1,Stop,2024-04-02 03:42:23,2024-04-02 03:46:23,0 days 00:04:00,57.0,44256.0,44313.0,0,,544,5716,04/02/2024 03:46:23
3508,3508,MiraFlex 1,Running,2024-04-02 03:46:23,2024-04-02 04:24:24,0 days 00:38:01,15165.0,44313.0,59478.0,1,,544,0,04/02/2024 04:24:24
3509,3509,MiraFlex 1,Stop,2024-04-02 04:24:24,2024-04-02 05:21:04,0 days 00:56:40,48.0,59478.0,59526.0,0,,544,5717,04/02/2024 05:21:04
3510,3510,MiraFlex 1,Running,2024-04-02 05:21:04,2024-04-02 05:27:04,0 days 00:06:00,2302.0,59526.0,61828.0,1,,544,0,04/02/2024 05:27:04
3511,3511,MiraFlex 1,Stop,2024-04-02 05:27:04,2024-04-02 05:32:44,0 days 00:05:40,8.0,61828.0,61836.0,0,,544,5718,04/02/2024 05:32:44
3512,3512,MiraFlex 1,Running,2024-04-02 05:32:44,2024-04-02 05:48:05,0 days 00:15:21,6001.0,61836.0,67837.0,1,,544,0,04/02/2024 05:48:05
3513,3513,MiraFlex 1,Stop,2024-04-02 05:48:05,2024-04-02 05:53:05,0 days 00:05:00,84.0,67837.0,67921.0,0,,544,5719,04/02/2024 05:53:05
3514,3514,MiraFlex 1,Running,2024-04-02 05:53:05,2024-04-02 06:33:45,0 days 00:40:40,16331.0,67921.0,84252.0,1,,544,0,04/02/2024 06:33:45
3515,3515,MiraFlex 1,Stop,2024-04-02 06:33:45,2024-04-02 07:10:05,0 days 00:36:20,-84202.0,84252.0,50.0,0,,544,5720,04/02/2024 07:10:05
3516,3516,MiraFlex 1,Running,2024-04-02 07:10:05,2024-04-02 07:27:45,0 days 00:17:40,7054.0,50.0,7104.0,1,,544,0,04/02/2024 07:27:45
3517,3517,MiraFlex 1,Stop,2024-04-02 07:27:45,2024-04-02 07:34:05,0 days 00:06:20,76.0,7104.0,7180.0,0,,544,5693,04/02/2024 07:34:05
3518,3518,MiraFlex 1,Running,2024-04-02 07:34:05,2024-04-02 08:33:06,0 days 00:59:01,23619.0,7180.0,30799.0,1,,544,0,04/02/2024 08:33:06
3519,3519,MiraFlex 1,Stop,2024-04-02 08:33:06,2024-04-02 08:42:26,0 days 00:09:20,16.0,30799.0,30815.0,0,,544,5694,04/02/2024 08:42:26
3520,3520,MiraFlex 1,Running,2024-04-02 08:42:26,2024-04-02 09:31:46,0 days 00:49:20,21111.0,30815.0,51926.0,1,,544,0,04/02/2024 09:31:46
3521,3521,MiraFlex 1,Stop,2024-04-02 09:31:46,2024-04-02 10:10:07,0 days 00:38:21,2.0,51926.0,51928.0,0,,544,5695,04/02/2024 10:10:07
3522,3522,MiraFlex 1,Running,2024-04-02 10:10:07,2024-04-02 10:55:27,0 days 00:45:20,22450.0,51928.0,74378.0,1,,544,0,04/02/2024 10:55:27
3523,3523,MiraFlex 1,Stop,2024-04-02 10:55:27,2024-04-02 11:03:27,0 days 00:08:00,38.0,74378.0,74416.0,0,,544,5696,04/02/2024 11:03:27
3524,3524,MiraFlex 1,Running,2024-04-02 11:03:27,2024-04-02 11:53:28,0 days 00:50:01,22389.0,74416.0,96805.0,1,,544,0,04/02/2024 11:53:28
3525,3525,MiraFlex 1,Stop,2024-04-02 11:53:28,2024-04-02 11:55:28,0 days 00:02:00,46.0,96805.0,96851.0,0,,544,5697,04/02/2024 11:55:28
3526,3526,MiraFlex 1,Running,2024-04-02 11:55:28,2024-04-02 12:45:08,0 days 00:49:40,22238.0,96851.0,119089.0,1,,544,0,04/02/2024 12:45:08
3527,3527,MiraFlex 1,Stop,2024-04-02 12:45:08,2024-04-02 12:50:28,0 days 00:05:20,36.0,119089.0,119125.0,0,,544,5698,04/02/2024 12:50:28
3528,3528,MiraFlex 1,Running,2024-04-02 12:50:28,2024-04-02 12:56:48,0 days 00:06:20,2734.0,119125.0,121859.0,1,,544,0,04/02/2024 12:56:48
3529,3529,MiraFlex 1,Stop,2024-04-02 12:56:48,2024-04-02 13:11:48,0 days 00:15:00,33.0,121859.0,121892.0,0,,544,5699,04/02/2024 13:11:48
3530,3530,MiraFlex 1,Running,2024-04-02 13:11:48,2024-04-02 13:14:28,0 days 00:02:40,509.0,121892.0,122401.0,1,,544,0,04/02/2024 13:14:28
3531,3531,MiraFlex 1,Stop,2024-04-02 13:14:28,2024-04-02 13:26:08,0 days 00:11:40,56.0,122401.0,122457.0,0,,544,5700,04/02/2024 13:26:08
3532,3532,MiraFlex 1,Running,2024-04-02 13:26:08,2024-04-02 13:26:48,0 days 00:00:40,198.0,122457.0,122655.0,1,,544,0,04/02/2024 13:26:48
3533,3533,MiraFlex 1,Stop,2024-04-02 13:26:48,2024-04-02 13:31:08,0 days 00:04:20,49.0,122655.0,122704.0,0,,544,5701,04/02/2024 13:31:08
3534,3534,MiraFlex 1,Running,2024-04-02 13:31:08,2024-04-02 13:58:29,0 days 00:27:21,12231.0,122704.0,134935.0,1,,544,0,04/02/2024 13:58:29
3535,3535,MiraFlex 1,Stop,2024-04-02 13:58:29,2024-04-02 14:13:29,0 days 00:15:00,40.0,134935.0,134975.0,0,,544,5702,04/02/2024 14:13:29
3536,3536,MiraFlex 1,Running,2024-04-02 14:13:29,2024-04-02 14:28:09,0 days 00:14:40,6500.0,134975.0,141475.0,1,,544,0,04/02/2024 14:28:09
3537,3537,MiraFlex 1,Stop,2024-04-02 14:28:09,2024-04-02 14:34:29,0 days 00:06:20,4.0,141475.0,141479.0,0,,544,5703,04/02/2024 14:34:29
3538,3538,MiraFlex 1,Running,2024-04-02 14:34:29,2024-04-02 14:41:29,0 days 00:07:00,2229.0,141479.0,143708.0,1,,544,0,04/02/2024 14:41:29
3539,3539,MiraFlex 1,Stop,2024-04-02 14:41:29,2024-04-02 14:52:29,0 days 00:11:00,78.0,143708.0,143786.0,0,,544,5704,04/02/2024 14:52:29
3540,3540,MiraFlex 1,Running,2024-04-02 14:52:29,2024-04-02 15:25:49,0 days 00:33:20,-132312.0,143786.0,11474.0,1,,544,0,04/02/2024 15:25:49
3541,3541,MiraFlex 1,Stop,2024-04-02 15:25:49,2024-04-02 15:29:49,0 days 00:04:00,92.0,11474.0,11566.0,0,,544,5733,04/02/2024 15:29:49
3542,3542,MiraFlex 1,Running,2024-04-02 15:29:49,2024-04-02 15:39:10,0 days 00:09:21,4061.0,11566.0,15627.0,1,,544,0,04/02/2024 15:39:10
3543,3543,MiraFlex 1,Stop,2024-04-02 15:39:10,2024-04-02 15:49:50,0 days 00:10:40,66.0,15627.0,15693.0,0,,544,5734,04/02/2024 15:49:50
3544,3544,MiraFlex 1,Running,2024-04-02 15:49:50,2024-04-02 16:38:10,0 days 00:48:20,21674.0,15693.0,37367.0,1,,544,0,04/02/2024 16:38:10
3545,3545,MiraFlex 1,Stop,2024-04-02 16:38:10,2024-04-02 16:42:50,0 days 00:04:40,106.0,37367.0,37473.0,0,,544,5735,04/02/2024 16:42:50
3546,3546,MiraFlex 1,Running,2024-04-02 16:42:50,2024-04-02 17:32:30,0 days 00:49:40,22234.0,37473.0,59707.0,1,,544,0,04/02/2024 17:32:30
3547,3547,MiraFlex 1,Stop,2024-04-02 17:32:30,2024-04-02 17:37:11,0 days 00:04:41,38.0,59707.0,59745.0,0,,544,5736,04/02/2024 17:37:11
3548,3548,MiraFlex 1,Running,2024-04-02 17:37:11,2024-04-02 17:37:51,0 days 00:00:40,191.0,59745.0,59936.0,1,,544,0,04/02/2024 17:37:51
3549,3549,MiraFlex 1,Stop,2024-04-02 17:37:51,2024-04-02 17:49:31,0 days 00:11:40,16.0,59936.0,59952.0,0,,544,5737,04/02/2024 17:49:31
3550,3550,MiraFlex 1,Running,2024-04-02 17:49:31,2024-04-02 17:50:11,0 days 00:00:40,186.0,59952.0,60138.0,1,,544,0,04/02/2024 17:50:11
3551,3551,MiraFlex 1,Stop,2024-04-02 17:50:11,2024-04-02 17:55:51,0 days 00:05:40,96.0,60138.0,60234.0,0,,544,5738,04/02/2024 17:55:51
3552,3552,MiraFlex 1,Running,2024-04-02 17:55:51,2024-04-02 17:56:11,0 days 00:00:20,120.0,60234.0,60354.0,1,,544,0,04/02/2024 17:56:11
3553,3553,MiraFlex 1,Stop,2024-04-02 17:56:11,2024-04-02 18:07:11,0 days 00:11:00,19.0,60354.0,60373.0,0,,544,5739,04/02/2024 18:07:11
3554,3554,MiraFlex 1,Running,2024-04-02 18:07:11,2024-04-02 18:07:51,0 days 00:00:40,164.0,60373.0,60537.0,1,,544,0,04/02/2024 18:07:51
3555,3555,MiraFlex 1,Stop,2024-04-02 18:07:51,2024-04-02 20:29:32,0 days 02:21:41,29.0,60537.0,60566.0,0,,544,5740,04/02/2024 20:29:32
3556,3556,MiraFlex 1,Running,2024-04-02 20:29:32,2024-04-02 20:34:52,0 days 00:05:20,623.0,60566.0,61189.0,1,,544,0,04/02/2024 20:34:52
3557,3557,MiraFlex 1,Stop,2024-04-02 20:34:52,2024-04-02 20:37:12,0 days 00:02:20,25.0,61189.0,61214.0,0,,544,5741,04/02/2024 20:37:12
3558,3558,MiraFlex 1,Running,2024-04-02 20:37:12,2024-04-02 20:38:52,0 days 00:01:40,305.0,61214.0,61519.0,1,,544,0,04/02/2024 20:38:52
3559,3559,MiraFlex 1,Stop,2024-04-02 20:38:52,2024-04-02 20:54:52,0 days 00:16:00,35.0,61519.0,61554.0,0,,544,5742,04/02/2024 20:54:52
3560,3560,MiraFlex 1,Running,2024-04-02 20:54:52,2024-04-02 21:02:32,0 days 00:07:40,2995.0,61554.0,64549.0,1,,544,0,04/02/2024 21:02:32
3561,3561,MiraFlex 1,Stop,2024-04-02 21:02:32,2024-04-02 21:20:52,0 days 00:18:20,46.0,64549.0,64595.0,0,,544,5743,04/02/2024 21:20:52
3562,3562,MiraFlex 1,Running,2024-04-02 21:20:52,2024-04-02 21:40:53,0 days 00:20:01,8247.0,64595.0,72842.0,1,,544,0,04/02/2024 21:40:53
3563,3563,MiraFlex 1,Stop,2024-04-02 21:40:53,2024-04-02 21:49:33,0 days 00:08:40,10.0,72842.0,72852.0,0,,544,5744,04/02/2024 21:49:33
3564,3564,MiraFlex 1,Running,2024-04-02 21:49:33,2024-04-02 21:52:53,0 days 00:03:20,622.0,72852.0,73474.0,1,,544,0,04/02/2024 21:52:53
3565,3565,MiraFlex 1,Stop,2024-04-02 21:52:53,2024-04-02 22:00:33,0 days 00:07:40,9.0,73474.0,73483.0,0,,544,5745,04/02/2024 22:00:33
3566,3566,MiraFlex 1,Running,2024-04-02 22:00:33,2024-04-02 22:24:53,0 days 00:24:20,11856.0,73483.0,85339.0,1,,544,0,04/02/2024 22:24:53
3567,3567,MiraFlex 1,Stop,2024-04-02 22:24:53,2024-04-02 22:46:53,0 days 00:22:00,2.0,85339.0,85341.0,0,,544,5746,04/02/2024 22:46:53
3568,3568,MiraFlex 1,Running,2024-04-02 22:46:53,2024-04-02 22:58:53,0 days 00:12:00,5239.0,85341.0,90580.0,1,,544,0,04/02/2024 22:58:53
3569,3569,MiraFlex 1,Stop,2024-04-02 22:58:53,2024-04-02 23:29:33,0 days 00:30:40,-90559.0,90580.0,21.0,0,,544,5747,04/02/2024 23:29:33
3570,3570,MiraFlex 1,Running,2024-04-02 23:29:33,2024-04-02 23:36:54,0 days 00:07:21,3357.0,21.0,3378.0,1,,544,0,04/02/2024 23:36:54
3571,3571,MiraFlex 1,Stop,2024-04-02 23:36:54,2024-04-02 23:41:34,0 days 00:04:40,23.0,3378.0,3401.0,0,,544,5748,04/02/2024 23:41:34
3572,3572,MiraFlex 1,Running,2024-04-02 23:41:34,2024-04-03 00:17:34,0 days 00:36:00,17595.0,3401.0,20996.0,1,,544,0,04/03/2024 00:17:34
3573,3573,MiraFlex 1,Stop,2024-04-03 00:17:34,2024-04-03 00:19:14,0 days 00:01:40,59.0,20996.0,21055.0,0,,544,5865,04/03/2024 00:19:14
3574,3574,MiraFlex 1,Running,2024-04-03 00:19:14,2024-04-03 00:19:34,0 days 00:00:20,32.0,21055.0,21087.0,1,,544,0,04/03/2024 00:19:34
3575,3575,MiraFlex 1,Stop,2024-04-03 00:19:34,2024-04-03 00:20:14,0 days 00:00:40,57.0,21087.0,21144.0,0,,544,5866,04/03/2024 00:20:14
3576,3576,MiraFlex 1,Running,2024-04-03 00:20:14,2024-04-03 00:20:34,0 days 00:00:20,59.0,21144.0,21203.0,1,,544,0,04/03/2024 00:20:34
3577,3577,MiraFlex 1,Stop,2024-04-03 00:20:34,2024-04-03 00:25:54,0 days 00:05:20,18.0,21203.0,21221.0,0,,544,5867,04/03/2024 00:25:54
3578,3578,MiraFlex 1,Running,2024-04-03 00:25:54,2024-04-03 00:26:34,0 days 00:00:40,136.0,21221.0,21357.0,1,,544,0,04/03/2024 00:26:34
3579,3579,MiraFlex 1,Stop,2024-04-03 00:26:34,2024-04-03 00:43:14,0 days 00:16:40,105.0,21357.0,21462.0,0,,544,5868,04/03/2024 00:43:14
3580,3580,MiraFlex 1,Running,2024-04-03 00:43:14,2024-04-03 00:43:34,0 days 00:00:20,60.0,21462.0,21522.0,1,,544,0,04/03/2024 00:43:34
3581,3581,MiraFlex 1,Stop,2024-04-03 00:43:34,2024-04-03 00:49:54,0 days 00:06:20,44.0,21522.0,21566.0,0,,544,5869,04/03/2024 00:49:54
3582,3582,MiraFlex 1,Running,2024-04-03 00:49:54,2024-04-03 00:50:14,0 days 00:00:20,106.0,21566.0,21672.0,1,,544,0,04/03/2024 00:50:14
3583,3583,MiraFlex 1,Stop,2024-04-03 00:50:14,2024-04-03 02:07:15,0 days 01:17:01,46.0,21672.0,21718.0,0,,544,5870,04/03/2024 02:07:15
3584,3584,MiraFlex 1,Running,2024-04-03 02:07:15,2024-04-03 02:40:55,0 days 00:33:40,16479.0,21718.0,38197.0,1,,544,0,04/03/2024 02:40:55
3585,3585,MiraFlex 1,Stop,2024-04-03 02:40:55,2024-04-03 02:48:35,0 days 00:07:40,64.0,38197.0,38261.0,0,,544,5871,04/03/2024 02:48:35
3586,3586,MiraFlex 1,Running,2024-04-03 02:48:35,2024-04-03 04:30:16,0 days 01:41:41,50378.0,38261.0,88639.0,1,,544,0,04/03/2024 04:30:16
3587,3587,MiraFlex 1,Stop,2024-04-03 04:30:16,2024-04-03 05:37:17,0 days 01:07:01,72.0,88639.0,88711.0,0,,544,5872,04/03/2024 05:37:17
3588,3588,MiraFlex 1,Running,2024-04-03 05:37:17,2024-04-03 07:36:38,0 days 01:59:21,-70877.0,88711.0,17834.0,1,,544,0,04/03/2024 07:36:38
3589,3589,MiraFlex 1,Stop,2024-04-03 07:36:38,2024-04-03 08:15:58,0 days 00:39:20,48.0,17834.0,17882.0,0,,544,5826,04/03/2024 08:15:58
3590,3590,MiraFlex 1,Running,2024-04-03 08:15:58,2024-04-03 08:46:38,0 days 00:30:40,15185.0,17882.0,33067.0,1,,544,0,04/03/2024 08:46:38
3591,3591,MiraFlex 1,Stop,2024-04-03 08:46:38,2024-04-03 10:42:19,0 days 01:55:41,13.0,33067.0,33080.0,0,,544,5827,04/03/2024 10:42:19
3592,3592,MiraFlex 1,Running,2024-04-03 10:42:19,2024-04-03 10:49:39,0 days 00:07:20,792.0,33080.0,33872.0,1,,544,0,04/03/2024 10:49:39
3593,3593,MiraFlex 1,Stop,2024-04-03 10:49:39,2024-04-03 10:55:59,0 days 00:06:20,23.0,33872.0,33895.0,0,,544,5828,04/03/2024 10:55:59
3594,3594,MiraFlex 1,Running,2024-04-03 10:55:59,2024-04-03 10:57:19,0 days 00:01:20,358.0,33895.0,34253.0,1,,544,0,04/03/2024 10:57:19
3595,3595,MiraFlex 1,Stop,2024-04-03 10:57:19,2024-04-03 12:06:40,0 days 01:09:21,74.0,34253.0,34327.0,0,,544,5829,04/03/2024 12:06:40
3596,3596,MiraFlex 1,Running,2024-04-03 12:06:40,2024-04-03 12:07:40,0 days 00:01:00,263.0,34327.0,34590.0,1,,544,0,04/03/2024 12:07:40
3597,3597,MiraFlex 1,Stop,2024-04-03 12:07:40,2024-04-03 12:15:00,0 days 00:07:20,55.0,34590.0,34645.0,0,,544,5830,04/03/2024 12:15:00
3598,3598,MiraFlex 1,Running,2024-04-03 12:15:00,2024-04-03 12:15:20,0 days 00:00:20,69.0,34645.0,34714.0,1,,544,0,04/03/2024 12:15:20
3599,3599,MiraFlex 1,Stop,2024-04-03 12:15:20,2024-04-03 12:24:40,0 days 00:09:20,35.0,34714.0,34749.0,0,,544,5831,04/03/2024 12:24:40
3600,3600,MiraFlex 1,Running,2024-04-03 12:24:40,2024-04-03 12:25:40,0 days 00:01:00,308.0,34749.0,35057.0,1,,544,0,04/03/2024 12:25:40
3601,3601,MiraFlex 1,Stop,2024-04-03 12:25:40,2024-04-03 12:36:20,0 days 00:10:40,17.0,35057.0,35074.0,0,,544,5832,04/03/2024 12:36:20
3602,3602,MiraFlex 1,Running,2024-04-03 12:36:20,2024-04-03 12:37:00,0 days 00:00:40,153.0,35074.0,35227.0,1,,544,0,04/03/2024 12:37:00
3603,3603,MiraFlex 1,Stop,2024-04-03 12:37:00,2024-04-03 12:42:20,0 days 00:05:20,21.0,35227.0,35248.0,0,,544,5833,04/03/2024 12:42:20
3604,3604,MiraFlex 1,Running,2024-04-03 12:42:20,2024-04-03 12:43:00,0 days 00:00:40,212.0,35248.0,35460.0,1,,544,0,04/03/2024 12:43:00
3605,3605,MiraFlex 1,Stop,2024-04-03 12:43:00,2024-04-03 12:51:00,0 days 00:08:00,10.0,35460.0,35470.0,0,,544,5834,04/03/2024 12:51:00
3606,3606,MiraFlex 1,Running,2024-04-03 12:51:00,2024-04-03 12:52:20,0 days 00:01:20,359.0,35470.0,35829.0,1,,544,0,04/03/2024 12:52:20
3607,3607,MiraFlex 1,Stop,2024-04-03 12:52:20,2024-04-03 13:55:41,0 days 01:03:21,17.0,35829.0,35846.0,0,,544,5835,04/03/2024 13:55:41
3608,3608,MiraFlex 1,Running,2024-04-03 13:55:41,2024-04-03 14:03:01,0 days 00:07:20,830.0,35846.0,36676.0,1,,544,0,04/03/2024 14:03:01
3609,3609,MiraFlex 1,Stop,2024-04-03 14:03:01,2024-04-03 14:16:41,0 days 00:13:40,75.0,36676.0,36751.0,0,,544,5836,04/03/2024 14:16:41
3610,3610,MiraFlex 1,Running,2024-04-03 14:16:41,2024-04-03 14:27:41,0 days 00:11:00,4389.0,36751.0,41140.0,1,,544,0,04/03/2024 14:27:41
3611,3611,MiraFlex 1,Stop,2024-04-03 14:27:41,2024-04-03 15:03:21,0 days 00:35:40,-41104.0,41140.0,36.0,0,,544,5884,04/03/2024 15:03:21
3612,3612,MiraFlex 1,Running,2024-04-03 15:03:21,2024-04-03 16:17:02,0 days 01:13:41,29849.0,36.0,29885.0,1,,544,0,04/03/2024 16:17:02
3613,3613,MiraFlex 1,Stop,2024-04-03 16:17:02,2024-04-03 16:28:02,0 days 00:11:00,47.0,29885.0,29932.0,0,,544,5838,04/03/2024 16:28:02
3614,3614,MiraFlex 1,Running,2024-04-03 16:28:02,2024-04-03 17:09:42,0 days 00:41:40,17002.0,29932.0,46934.0,1,,544,0,04/03/2024 17:09:42
3615,3615,MiraFlex 1,Stop,2024-04-03 17:09:42,2024-04-03 17:25:23,0 days 00:15:41,26.0,46934.0,46960.0,0,,544,5839,04/03/2024 17:25:23
3616,3616,MiraFlex 1,Running,2024-04-03 17:25:23,2024-04-03 18:18:23,0 days 00:53:00,22440.0,46960.0,69400.0,1,,544,0,04/03/2024 18:18:23
3617,3617,MiraFlex 1,Stop,2024-04-03 18:18:23,2024-04-03 18:31:03,0 days 00:12:40,71.0,69400.0,69471.0,0,,544,5840,04/03/2024 18:31:03
3618,3618,MiraFlex 1,Running,2024-04-03 18:31:03,2024-04-03 18:40:43,0 days 00:09:40,4730.0,69471.0,74201.0,1,,544,0,04/03/2024 18:40:43
3619,3619,MiraFlex 1,Stop,2024-04-03 18:40:43,2024-04-03 19:31:04,0 days 00:50:21,67.0,74201.0,74268.0,0,,544,5841,04/03/2024 19:31:04
3620,3620,MiraFlex 1,Running,2024-04-03 19:31:04,2024-04-03 19:50:24,0 days 00:19:20,9652.0,74268.0,83920.0,1,,544,0,04/03/2024 19:50:24
3621,3621,MiraFlex 1,Stop,2024-04-03 19:50:24,2024-04-03 20:01:04,0 days 00:10:40,43.0,83920.0,83963.0,0,,544,5842,04/03/2024 20:01:04
3622,3622,MiraFlex 1,Running,2024-04-03 20:01:04,2024-04-03 20:01:24,0 days 00:00:20,47.0,83963.0,84010.0,1,,544,0,04/03/2024 20:01:24
3623,3623,MiraFlex 1,Stop,2024-04-03 20:01:24,2024-04-03 20:02:24,0 days 00:01:00,1.0,84010.0,84011.0,0,,544,5843,04/03/2024 20:02:24
3624,3624,MiraFlex 1,Running,2024-04-03 20:02:24,2024-04-03 20:03:04,0 days 00:00:40,120.0,84011.0,84131.0,1,,544,0,04/03/2024 20:03:04
3625,3625,MiraFlex 1,Stop,2024-04-03 20:03:04,2024-04-03 20:14:24,0 days 00:11:20,79.0,84131.0,84210.0,0,,544,5844,04/03/2024 20:14:24
3626,3626,MiraFlex 1,Running,2024-04-03 20:14:24,2024-04-03 20:14:44,0 days 00:00:20,21.0,84210.0,84231.0,1,,544,0,04/03/2024 20:14:44
